Sr. No,Sample ID,Date,Location,Kit used,CtN,CtE,CtRdRp,PCR Result
1259,SSBS/M/2022/1259,15-09-2022,Dapodi-Sangvi,Genepath,33.7,0,0,Negative
1260,SSBS/M/2022/1260,16-09-2022,"Rahatani, New DP road",Genepath,39.1,0,35.6,Negative
1261,SSBS/M/2022/1261,16-09-2022,"Dapodi, Sai service",Genepath,33,0,36.6,Negative
1262,SSBS/M/2022/1262,16-09-2022,Dapodi Harris Bridge,Genepath,0,0,33.3,Negative
1263,SSBS/M/2022/1263,19-09-2022,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,28.74,35.56,32.27,Positive
1264,SSBS/M/2022/1264,19-09-2022,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,30.15,40.39,33.9,Positive
1265,SSBS/M/2022/1265,19-09-2022,Kothrud Karve road,Genepath,0,0,0,Negative
1266,SSBS/M/2022/1266,19-09-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,30.61,0,35.39,Positive
1267,SSBS/M/2022/1267,19-09-2022,"Bus Depot (main), Kothrud",Genepath,0,0,0,Negative
1268,SSBS/M/2022/1268,20-09-2022,"Mahalunge Road, Baner",Genepath,38.3,0,0,Negative
1269,SSBS/M/2022/1269,20-09-2022,"Balewadi Phata, Baner",Genepath,31.77,0,36.08,Positive
1270,SSBS/M/2022/1270,20-09-2022,Aundh,Genepath,0,38.99,0,Negative
1271,SSBS/M/2022/1271,20-09-2022,"  Someshwarwadi, Pashan",Genepath,0,0,0,Negative
1272,SSBS/M/2022/1272,20-09-2022," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1273,SSBS/M/2022/1273,20-09-2022,"DP road, Botanical Garden, Aundh,",Genepath,31.81,0,35.25,Positive
1274,SSBS/M/2022/1274,21-09-2022," Dattawadi, Rajaram Bridge",Genepath,0,37.51,0,Negative
1275,SSBS/M/2022/1275,21-09-2022,Vitthalwadi-Hingne Shantinagar,Genepath,28.46,33.82,31.56,Positive
1276,SSBS/M/2022/1276,21-09-2022," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,35.89,0,36.7,Negative
1277,SSBS/M/2022/1277,21-09-2022,"Shantinagar, Vishrantwadi",Genepath,29.64,0,31.06,Positive
1278,SSBS/M/2022/1278,22-09-2022,"Aditya Birla Hospital Road, Under bridge",Genepath,0,37.5,0,Negative
1279,SSBS/M/2022/1279,22-09-2022,"Shastri Nagar, Pimpri",Genepath,30.52,36.19,34.55,Positive
1280,SSBS/M/2022/1280,22-09-2022,"Kasarwadi, Pimple gurav road",Genepath,0,38.03,39.17,Negative
1281,SSBS/M/2022/1281,22-09-2022,Dapodi-Sangvi,Genepath,0,0,0,Negative
1282,SSBS/M/2022/1282,23-09-2022,"Rahatani, New DP road",Genepath,33.52,0,35.15,Positive
1283,SSBS/M/2022/1283,23-09-2022,"Dapodi, Sai service",Genepath,0,0,0,Negative
1284,SSBS/M/2022/1284,23-09-2022,Dapodi Harris Bridge,Genepath,38.76,0,37.94,Negative
1285,SSBS/M/2022/1285,26-09-2022,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,30.44,0,33.4,Positive
1286,SSBS/M/2022/1286,26-09-2022,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,30.93,0,32.7,Positive
1287,SSBS/M/2022/1287,26-09-2022,Kothrud Karve road,Genepath,0,0,30.8,Negative
1288,SSBS/M/2022/1288,26-09-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,0,0,0,Negative
1289,SSBS/M/2022/1289,26-09-2022,"Bus Depot (main), Kothrud",Genepath,0,0,0,Negative
1290,SSBS/M/2022/1290,27-09-2022,"Mahalunge Road, Baner",Genepath,0,0,0,Negative
1291,SSBS/M/2022/1291,27-09-2022,"Balewadi Phata, Baner",Genepath,30.77,29.34,32.49,Positive
1292,SSBS/M/2022/1292,27-09-2022,Aundh,Genepath,0,38.73,0,Negative
1293,SSBS/M/2022/1293,27-09-2022,"  Someshwarwadi, Pashan",Genepath,0,0,14.94,Negative
1294,SSBS/M/2022/1294,27-09-2022," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1295,SSBS/M/2022/1295,27-09-2022,"DP road, Botanical Garden, Aundh,",Genepath,0,37.95,23.67,Negative
1296,SSBS/M/2022/1296,28-09-2022," Dattawadi, Rajaram Bridge",Genepath,0,0,0,Negative
1297,SSBS/M/2022/1297,28-09-2022,Vitthalwadi-Hingne Shantinagar,Genepath,0,0,35.44,Negative
1298,SSBS/M/2022/1298,28-09-2022," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,36.21,0,33.63,Negative
1299,SSBS/M/2022/1299,28-09-2022,"Shantinagar, Vishrantwadi",Genepath,0,37.34,0,Negative
1300,SSBS/M/2022/1300,29-09-2022,"Aditya Birla Hospital Road, Under bridge",Genepath,0,39.48,31.86,Negative
1301,SSBS/M/2022/1301,29-09-2022,"Shastri Nagar, Pimpri",Genepath,41.79,37.2,34.04,Negative
1302,SSBS/M/2022/1302,29-09-2022,"Kasarwadi, Pimple gurav road",Genepath,0,0,0,Negative
1303,SSBS/M/2022/1303,29-09-2022,Dapodi-Sangvi,Genepath,0,0,23.81,Negative
1304,SSBS/M/2022/1304,30-09-2022,"Rahatani, New DP road",Genepath,0,0,0,Negative
1305,SSBS/M/2022/1305,30-09-2022,"Dapodi, Sai service",Genepath,0,0,0,Negative
1306,SSBS/M/2022/1306,30-09-2022,Dapodi Harris Bridge,Genepath,0,0,36.17,Negative
1307,SSBS/M/2022/1307,3/10/2022,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,40.77,0,0,Negative
1308,SSBS/M/2022/1308,3/10/2022,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,0,0,0,Negative
1309,SSBS/M/2022/1309,3/10/2022,Kothrud Sanjeevan hospital,Genepath,0,0,0,Negative
1310,SSBS/M/2022/1310,3/10/2022,Kothrud Karve road,Genepath,0,0,0,Negative
1311,SSBS/M/2022/1311,3/10/2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,34.81,0,33.45,Positive
1312,SSBS/M/2022/1312,3/10/2022,"Bus Depot (main), Kothrud",Genepath,0,0,0,Negative
1313,SSBS/M/2022/1313,4/10/2022,"Mahalunge Road, Baner",Genepath,0,0,0,Negative
1314,SSBS/M/2022/1314,4/10/2022,"Balewadi Phata, Baner",Genepath,30.44,36.92,31.91,Positive
1315,SSBS/M/2022/1315,4/10/2022,Aundh,Genepath,0,0,0,Negative
1316,SSBS/M/2022/1316,4/10/2022,"  Someshwarwadi, Pashan",Genepath,0,0,0,Negative
1317,SSBS/M/2022/1317,4/10/2022," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1318,SSBS/M/2022/1318,4/10/2022,"DP road, Botanical Garden, Aundh,",Genepath,0,0,0,Negative
1319,SSBS/M/2022/1319,6/10/2022,"Aditya Birla Hospital Road, Under bridge",Genepath,0,0,0,Negative
1320,SSBS/M/2022/1320,6/10/2022,"Shastri Nagar, Pimpri",Genepath,34.1,0,38.16,Negative
1321,SSBS/M/2022/1321,6/10/2022,"Kasarwadi, Pimple gurav road",Genepath,0,0,0,Negative
1322,SSBS/M/2022/1322,6/10/2022,Dapodi-Sangvi,Genepath,0,0,41.13,Negative
1323,SSBS/M/2022/1323,7/10/2022,"Rahatani, New DP road",Genepath,34.44,0,35.39,Positive
1324,SSBS/M/2022/1324,7/10/2022,"Dapodi, Sai service",Genepath,0,0,0,Negative
1325,SSBS/M/2022/1325,7/10/2022,Dapodi Harris Bridge,Genepath,0,0,0,Negative
1326,SSBS/M/2022/1326,10/10/2022,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,0,0,0,Negative
1327,SSBS/M/2022/1327,10/10/2022,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,32.64,0,35.73,Positive
1328,SSBS/M/2022/1328,10/10/2022,Kothrud Sanjeevan hospital,Genepath,0,0,0,Negative
1329,SSBS/M/2022/1329,10/10/2022,Kothrud Karve road,Genepath,0,0,0,Negative
1330,SSBS/M/2022/1330,10/10/2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,35.2,0,37.17,Negative
1331,SSBS/M/2022/1331,10/10/2022,"Bus Depot (main), Kothrud",Genepath,32.72,0,35.33,Positive
1332,SSBS/M/2022/1332,11/10/2022,Dapodi-Sangvi,Genepath,0,0,0,Negative
1333,SSBS/M/2022/1333,11/10/2022," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,0,0,0,Negative
1334,SSBS/M/2022/1334,11/10/2022,"Kasarwadi, Pimple gurav road",Genepath,0,0,0,Negative
1335,SSBS/M/2022/1335,11/10/2022,"Shastri Nagar, Pimpri",Genepath,0,0,0,Negative
1336,SSBS/M/2022/1336,11/10/2022,"Aditya Birla Hospital Road, Under bridge",Genepath,0,0,0,Negative
1337,SSBS/M/2022/1337,12/10/2022," Dattawadi, Rajaram Bridge",Genepath,39.21,0,0,Negative
1338,SSBS/M/2022/1338,12/10/2022,Vitthalwadi-Hingne Shantinagar,Genepath,0,0,0,Negative
1339,SSBS/M/2022/1339,12/10/2022," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,0,0,0,Negative
1340,SSBS/M/2022/1340,12/10/2022,"RTO Office, Alandi road, Yerwada",Genepath,0,0,0,Negative
1341,SSBS/M/2022/1341,12/10/2022,"Shantinagar, Vishrantwadi",Genepath,0,0,37.27,Negative
1342,SSBS/M/2022/1342,13-10-2022,"Mahalunge Road, Baner",Genepath,0,0,0,Negative
1343,SSBS/M/2022/1343,13-10-2022,"Balewadi Phata, Baner",Genepath,0,0,37.52,Negative
1344,SSBS/M/2022/1344,13-10-2022,Aundh,Genepath,0,39.18,0,Negative
1345,SSBS/M/2022/1345,13-10-2022,"  Someshwarwadi, Pashan",Genepath,0,0,0,Negative
1346,SSBS/M/2022/1346,13-10-2022," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1347,SSBS/M/2022/1347,13-10-2022,"DP road, Botanical Garden, Aundh,",Genepath,0,39.58,0,Negative
1348,SSBS/M/2022/1348,14-10-2022,"Rahatani, New DP road",Genepath,30.47,38.02,33.97,Positive
1349,SSBS/M/2022/1349,14-10-2022,"Shastri Nagar, Pimpri",Genepath,33.19,0,35.64,Positive
1350,SSBS/M/2022/1350,14-10-2022,"Dapodi, Sai service",Genepath,0,40.05,0,Negative
1351,SSBS/M/2022/1351,14-10-2022,Dapodi Harris Bridge,Genepath,34.8,0,35.91,Positive
1352,SSBS/M/2022/1352,17-10-2022,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,30.77,0,0,Negative
1353,SSBS/M/2022/1353,17-10-2022,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,35.67,0,0,Negative
1354,SSBS/M/2022/1354,17-10-2022,Kothrud Sanjeevan hospital,Genepath,32.68,0,36.5,Negative
1355,SSBS/M/2022/1355,17-10-2022,Kothrud Karve road,Genepath,29.84,0,0,Negative
1356,SSBS/M/2022/1356,17-10-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,39.8,38.86,0,Negative
1357,SSBS/M/2022/1357,17-10-2022,"Bus Depot (main), Kothrud",Genepath,30.33,39.34,33.67,Positive
1358,SSBS/M/2022/1358,18-10-2022,"DP road, Botanical Garden, Aundh,",Genepath,34.06,37.83,39.7,Negative
1359,SSBS/M/2022/1359,18-10-2022,"  Someshwarwadi, Pashan",Genepath,39.47,0,38.38,Negative
1360,SSBS/M/2022/1360,18-10-2022," Jai Bhavani Nagar, Pashan",Genepath,36.06,0,0,Negative
1361,SSBS/M/2022/1361,18-10-2022,Aundh,Genepath,36.78,0,0,Negative
1362,SSBS/M/2022/1362,18-10-2022,"Balewadi Phata, Baner",Genepath,41.4,39.47,0,Negative
1363,SSBS/M/2022/1363,18-10-2022,"Mahalunge Road, Baner",Genepath,38.78,33.46,0,Negative
1364,SSBS/M/2022/1364,19-10-2022," Dattawadi, Rajaram Bridge",Genepath,35.18,0,0,Negative
1365,SSBS/M/2022/1365,19-10-2022,Vitthalwadi-Hingne Shantinagar,Genepath,37.08,36.54,33.04,Positive
1366,SSBS/M/2022/1366,19-10-2022," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,31.35,38.25,33.02,Positive
1367,SSBS/M/2022/1367,19-10-2022,"RTO Office, Alandi road, Yerwada",Genepath,0,38.18,39.19,Negative
1368,SSBS/M/2022/1368,19-10-2022,"Shantinagar, Vishrantwadi",Genepath,24.18,0,0,Negative
1369,SSBS/M/2022/1369,28-10-2022,"Rahatani, New DP road",Genepath,39.65,0,39.54,Negative
1370,SSBS/M/2022/1370,28-10-2022,"Shastri Nagar, Pimpri",Genepath,39.83,0,0,Negative
1371,SSBS/M/2022/1371,28-10-2022,"Dapodi, Sai service",Genepath,37.11,0,0,Negative
1372,SSBS/M/2022/1372,28-10-2022,Dapodi Harris Bridge,Genepath,26.56,32.83,29.15,Positive
1373,SSBS/M/2022/1373,31-10-2022,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,0,0,0,Negative
1374,SSBS/M/2022/1374,31-10-2022,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,0,0,37.33,Negative
1375,SSBS/M/2022/1375,31-10-2022,Kothrud Sanjeevan hospital,Genepath,0,0,36.67,Negative
1376,SSBS/M/2022/1376,31-10-2022,Kothrud Karve road,Genepath,0,0,0,Negative
1377,SSBS/M/2022/1377,31-10-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,0,0,0,Negative
1378,SSBS/M/2022/1378,31-10-2022,"Bus Depot (main), Kothrud",Genepath,0,0,0,Negative
1379,SSBS/W/2022/1379,1/11/2022,"Mahalunge Road, Baner",Genepath,0,0,0,Negative
1380,SSBS/W/2022/1380,1/11/2022,"Balewadi Phata, Baner",Genepath,0,0,35.39,Negative
1381,SSBS/W/2022/1381,1/11/2022,Aundh,Genepath,0,0,0,Negative
1382,SSBS/W/2022/1382,1/11/2022,"  Someshwarwadi, Pashan",Genepath,0,0,0,Negative
1383,SSBS/W/2022/1383,1/11/2022," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1384,SSBS/W/2022/1384,1/11/2022,"DP road, Botanical Garden, Aundh,",Genepath,0,0,0,Negative
1385,SSBS/W/2022/1385,2/11/2022," Dattawadi, Rajaram Bridge",Genepath,0,0,36.43,Negative
1386,SSBS/W/2022/1386,2/11/2022,Vitthalwadi-Hingne Shantinagar,Genepath,0,0,0,Negative
1387,SSBS/W/2022/1387,2/11/2022," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,34.06,38.26,32.38,Positive
1388,SSBS/W/2022/1388,2/11/2022,"Shantinagar, Vishrantwadi",Genepath,0,0,35.23,Negative
1389,SSBS/W/2022/1389,3/11/2022,"Aditya Birla Hospital Road, Under bridge",Genepath,0,0,0,Negative
1390,SSBS/W/2022/1390,3/11/2022,"Shastri Nagar, Pimpri",Genepath,0,0,39.47,Negative
1391,SSBS/W/2022/1391,3/11/2022,"Kasarwadi, Pimple gurav road",Genepath,0,0,0,Negative
1392,SSBS/W/2022/1392,3/11/2022,"60-feet road, Pimple Gurav",Genepath,0,0,0,Negative
1393,SSBS/W/2022/1393,3/11/2022,Dapodi-Sangvi,Genepath,0,0,40,Negative
1394,SSBS/W/2022/1394,4/11/2022,"Rahatani, New DP road",Genepath,0,0,0,Negative
1395,SSBS/W/2022/1395,4/11/2022,"Wolf Colony, Pimpri",Genepath,30.31,36.52,29.72,Positive
1396,SSBS/W/2022/1396,4/11/2022,"Dapodi, Sai service",Genepath,35.25,0,33.36,Positive
1397,SSBS/W/2022/1397,4/11/2022,Dapodi Harris Bridge,Genepath,35.07,0,35.09,Positive
1398,SSBS/W/2022/1398,7/11/2022,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,0,0,0,Negative
1399,SSBS/W/2022/1399,7/11/2022,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,0,0,39.14,Negative
1400,SSBS/W/2022/1400,7/11/2022,Kothrud Sanjeevan hospital,Genepath,0,0,0,Negative
1401,SSBS/W/2022/1401,7/11/2022,Kothrud Karve road,Genepath,0,0,0,Negative
1402,SSBS/W/2022/1402,7/11/2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,0,0,0,Negative
1403,SSBS/W/2022/1403,7/11/2022,"Bus Depot (main), Kothrud",Genepath,0,0,0,Negative
1404,SSBS/W/2022/1404,8/11/2022,"Mahalunge Road, Baner",Genepath,0,0,0,Negative
1405,SSBS/W/2022/1405,8/11/2022,"Balewadi Phata, Baner",Genepath,37.22,0,38.49,Negative
1406,SSBS/W/2022/1406,8/11/2022,Aundh,Genepath,0,0,0,Negative
1407,SSBS/W/2022/1407,8/11/2022,"  Someshwarwadi, Pashan",Genepath,0,0,0,Negative
1408,SSBS/W/2022/1408,8/11/2022," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1409,SSBS/W/2022/1409,8/11/2022,"DP road, Botanical Garden, Aundh,",Genepath,0,0,0,Negative
1410,SSBS/W/2022/1410,9/11/2022,"Shantinagar, Vishrantwadi",Genepath,0,0,0,Negative
1411,SSBS/W/2022/1411,9/11/2022,"RTO Office, Alandi road, Yerwada",Genepath,36.33,37.99,36.32,Negative
1412,SSBS/W/2022/1412,9/11/2022," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,0,0,0,Negative
1413,SSBS/W/2022/1413,9/11/2022," Dattawadi, Rajaram Bridge",Genepath,0,0,0,Negative
1414,SSBS/W/2022/1414,9/11/2022,Vitthalwadi-Hingne Shantinagar,Genepath,0,0,0,Negative
1415,SSBS/W/2022/1415,10/11/2022,"Aditya Birla Hospital Road, Under bridge",Genepath,0,0,0,Negative
1416,SSBS/W/2022/1416,10/11/2022,"Shastri Nagar, Pimpri",Genepath,0,0,39.96,Negative
1417,SSBS/W/2022/1417,10/11/2022,"Kasarwadi, Pimple gurav road",Genepath,0,0,41.71,Negative
1418,SSBS/W/2022/1418,10/11/2022,"60-feet road, Pimple Gurav",Genepath,0,0,0,Negative
1419,SSBS/W/2022/1419,10/11/2022,Dapodi-Sangvi,Genepath,0,0,37.61,Negative
1420,SSBS/W/2022/1420,11/11/2022,"Rahatani, New DP road",Genepath,0,38.75,37.65,Negative
1421,SSBS/W/2022/1421,11/11/2022,"Wolf Colony, Pimpri",Genepath,0,0,0,Negative
1422,SSBS/W/2022/1422,11/11/2022,"Dapodi, Sai service",Genepath,0,0,0,Negative
1423,SSBS/W/2022/1423,11/11/2022,Dapodi Harris Bridge,Genepath,0,0,0,Negative
1424,SSBS/W/2022/1424,14-11-2022,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,0,0,0,Negative
1425,SSBS/W/2022/1425,14-11-2022,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,40.29,0,39.23,Negative
1426,SSBS/W/2022/1426,14-11-2022,Kothrud Sanjeevan hospital,Genepath,0,0,0,Negative
1427,SSBS/W/2022/1427,14-11-2022,Kothrud Karve road,Genepath,0,0,0,Negative
1428,SSBS/W/2022/1428,15-11-2022,"Mahalunge Road, Baner",Genepath,0,0,0,Negative
1429,SSBS/W/2022/1429,15-11-2022,"Balewadi Phata, Baner",Genepath,41.47,0,0,Negative
1430,SSBS/W/2022/1430,15-11-2022,Aundh,Genepath,0,0,0,Negative
1431,SSBS/W/2022/1431,15-11-2022,"  Someshwarwadi, Pashan",Genepath,0,0,0,Negative
1432,SSBS/W/2022/1432,15-11-2022," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1433,SSBS/W/2022/1433,16-11-2022," Dattawadi, Rajaram Bridge",Genepath,0,0,0,Negative
1434,SSBS/W/2022/1434,16-11-2022,Vitthalwadi-Hingne Shantinagar,Genepath,0,0,0,Negative
1435,SSBS/W/2022/1435,16-11-2022," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,0,0,0,Negative
1436,SSBS/W/2022/1436,16-11-2022,"RTO Office, Alandi road, Yerwada",Genepath,0,0,0,Negative
1437,SSBS/W/2022/1437,16-11-2022,"Shantinagar, Vishrantwadi",Genepath,0,39.44,37,Negative
1438,SSBS/W/2022/1438,17-11-2022,"Aditya Birla Hospital Road, Under bridge",Genepath,0,0,0,Negative
1439,SSBS/W/2022/1439,17-11-2022,"Shastri Nagar, Pimpri",Genepath,0,0,0,Negative
1440,SSBS/W/2022/1440,17-11-2022,"Kasarwadi, Pimple gurav road",Genepath,0,0,0,Negative
1441,SSBS/W/2022/1441,17-11-2022,"60-feet road, Pimple Gurav",Genepath,0,0,0,Negative
1442,SSBS/W/2022/1442,17-11-2022,Dapodi-Sangvi,Genepath,0,0,0,Negative
1443,SSBS/W/2022/1443,18-11-2022,"Rahatani, New DP road",Genepath,0,0,0,Negative
1444,SSBS/W/2022/1444,18-11-2022,"Wolf Colony, Pimpri",Genepath,0,0,39.15,Negative
1445,SSBS/W/2022/1445,18-11-2022,"Dapodi, Sai service",Genepath,0,0,0,Negative
1446,SSBS/W/2022/1446,18-11-2022,Dapodi Harris Bridge,Genepath,0,0,0,Negative
1447,SSBS/W/2022/1447,21-11-2022,"Bus Depot (main), Kothrud",Genepath,0,0,0,Negative
1448,SSBS/W/2022/1448,21-11-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,0,0,35.71,Negative
1449,SSBS/W/2022/1449,21-11-2022,Kothrud Karve road,Genepath,0,38.75,0,Negative
1450,SSBS/W/2022/1450,21-11-2022,Kothrud Sanjeevan hospital,Genepath,0,39.27,0,Negative
1451,SSBS/W/2022/1451,21-11-2022,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,0,39.58,0,Negative
1452,SSBS/W/2022/1452,21-11-2022,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,0,0,0,Negative
1453,SSBS/W/2022/1453,22-11-2022,"Mahalunge Road, Baner",Genepath,0,0,0,Negative
1454,SSBS/W/2022/1454,22-11-2022,"Balewadi Phata, Baner",Genepath,0,0,0,Negative
1455,SSBS/W/2022/1455,22-11-2022,Aundh,Genepath,0,0,37.42,Negative
1456,SSBS/W/2022/1456,22-11-2022,"  Someshwarwadi, Pashan",Genepath,0,0,0,Negative
1457,SSBS/W/2022/1457,22-11-2022,"DP road, Botanical Garden, Aundh,",Genepath,0,0,0,Negative
1458,SSBS/W/2022/1458,23-11-2022," Dattawadi, Rajaram Bridge",Genepath,0,0,0,Negative
1459,SSBS/W/2022/1459,23-11-2022,Vitthalwadi-Hingne Shantinagar,Genepath,0,0,0,Negative
1460,SSBS/W/2022/1460,23-11-2022," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,0,39.6,0,Negative
1461,SSBS/W/2022/1461,23-11-2022,"RTO Office, Alandi road, Yerwada",Genepath,0,0,0,Negative
1462,SSBS/W/2022/1462,23-11-2022,"Shantinagar, Vishrantwadi",Genepath,0,0,0,Negative
1463,SSBS/W/2022/1463,24-11-2022,"Aditya Birla Hospital Road, Under bridge",Genepath,0,0,0,Negative
1464,SSBS/W/2022/1464,24-11-2022,"Shastri Nagar, Pimpri",Genepath,0,0,0,Negative
1465,SSBS/W/2022/1465,24-11-2022,"Kasarwadi, Pimple gurav road",Genepath,0,0,0,Negative
1466,SSBS/W/2022/1466,24-11-2022,"60-feet road, Pimple Gurav",Genepath,0,0,0,Negative
1467,SSBS/W/2022/1467,24-11-2022,Dapodi-Sangvi,Genepath,0,0,0,Negative
1468,SSBS/W/2022/1468,25-11-2022,"Rahatani, New DP road",Genepath,0,0,0,Negative
1469,SSBS/W/2022/1469,25-11-2022,"Wolf Colony, Pimpri",Genepath,0,0,0,Negative
1470,SSBS/W/2022/1470,25-11-2022,"Dapodi, Sai service",Genepath,0,0,0,Negative
1471,SSBS/W/2022/1471,25-11-2022,Dapodi Harris Bridge,Genepath,0,0,0,Negative
1472,SSBS/W/2022/1472,28-11-2022,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,0,0,0,Negative
1473,SSBS/W/2022/1473,28-11-2022,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,0,0,0,Negative
1474,SSBS/W/2022/1474,28-11-2022,Kothrud Sanjeevan hospital,Genepath,0,0,0,Negative
1475,SSBS/W/2022/1475,28-11-2022,Kothrud Karve road,Genepath,0,0,0,Negative
1476,SSBS/W/2022/1476,28-11-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,0,0,0,Negative
1477,SSBS/W/2022/1477,28-11-2022,"Bus Depot (main), Kothrud",Genepath,0,39.19,0,Negative
1478,SSBS/W/2022/1478,29-11-2022," Jai Bhavani Nagar, Pashan",Genepath,0,38.82,0,Negative
1479,SSBS/W/2022/1479,29-11-2022,"  Someshwarwadi, Pashan",Genepath,0,38.13,0,Negative
1480,SSBS/W/2022/1480,29-11-2022,Aundh,Genepath,0,0,0,Negative
1481,SSBS/W/2022/1481,29-11-2022,"Balewadi Phata, Baner",Genepath,0,0,0,Negative
1482,SSBS/W/2022/1482,29-11-2022,"Mahalunge Road, Baner",Genepath,0,0,0,Negative
1483,SSBS/W/2022/1483,29-11-2022,"DP road, Botanical Garden, Aundh,",Genepath,0,0,0,Negative
1484,SSBS/W/2022/1484,30-11-2022," Dattawadi, Rajaram Bridge",Genepath,0,39.6,0,Negative
1485,SSBS/W/2022/1485,30-11-2022,Vitthalwadi-Hingne Shantinagar,Genepath,0,38.7,0,Negative
1486,SSBS/W/2022/1486,30-11-2022," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,0,37.44,0,Negative
1487,SSBS/W/2022/1487,30-11-2022,"RTO Office, Alandi road, Yerwada",Genepath,0,39.99,0,Negative
1488,SSBS/W/2022/1488,30-11-2022,"Shantinagar, Vishrantwadi",Genepath,0,0,0,Negative
1489,SSBS/W/2022/1489,1/12/2022,"Aditya Birla Hospital Road, Under bridge",Genepath,0,0,0,Negative
1490,SSBS/W/2022/1490,1/12/2022,"Shastri Nagar, Pimpri",Genepath,0,0,0,Negative
1491,SSBS/W/2022/1491,1/12/2022,"Kasarwadi, Pimple gurav road",Genepath,0,0,0,Negative
1492,SSBS/W/2022/1492,1/12/2022,"60-feet road, Pimple Gurav",Genepath,0,39.56,0,Negative
1493,SSBS/W/2022/1493,1/12/2022,Dapodi-Sangvi,Genepath,0,40.54,0,Negative
1494,SSBS/W/2022/1494,2/12/2022,"Rahatani, New DP road",Genepath,0,36.98,0,Negative
1495,SSBS/W/2022/1495,2/12/2022,"Wolf Colony, Pimpri",Genepath,0,0,0,Negative
1496,SSBS/W/2022/1496,2/12/2022,"Dapodi, Sai service",Genepath,0,0,0,Negative
1497,SSBS/W/2022/1497,2/12/2022,Dapodi Harris Bridge,Genepath,0,0,0,Negative
1498,SSBS/W/2022/1498,5/12/2022,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,0,0,0,Negative
1499,SSBS/W/2022/1499,5/12/2022,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,0,0,0,Negative
1500,SSBS/W/2022/1500,5/12/2022,Kothrud Karve road,Genepath,0,0,0,Negative
1501,SSBS/W/2022/1501,5/12/2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,0,0,0,Negative
1502,SSBS/W/2022/1502,5/12/2022,"Bus Depot (main), Kothrud",Genepath,0,0,0,Negative
1503,SSBS/W/2022/1503,20-12-2022,"Mahalunge Road, Baner",Genepath,0,38.64,0,Negative
1504,SSBS/W/2022/1504,20-12-2022,"Balewadi Phata, Baner",Genepath,0,0,0,Negative
1505,SSBS/W/2022/1505,20-12-2022,Aundh,Genepath,0,0,0,Negative
1506,SSBS/W/2022/1506,20-12-2022,"  Someshwarwadi, Pashan",Genepath,0,0,0,Negative
