Sr. No,Date,Location,CtN,CtE,CtRdRp,PCR Result
1568.0,5/1/2023,"Shastri Nagar, Pimpri",0.0,0.0,0.0,Negative
1569.0,5/1/2023,"Kasarwadi, Pimple gurav road",0.0,0.0,0.0,Negative
1570.0,5/1/2023,"60-feet road, Pimple Gurav",0.0,0.0,0.0,Negative
1571.0,5/1/2023,Dapodi-Sangvi,0.0,0.0,0.0,Negative
1572.0,6/1/2023,"Rahatani, New DP road",0.0,37.63,36.43,Negative
1573.0,6/1/2023,"Wolf Colony, Pimpri",0.0,0.0,0.0,Negative
1574.0,6/1/2023,"Dapodi, Sai service",0.0,0.0,0.0,Negative
1575.0,6/1/2023,Dapodi Harris Bridge,0.0,0.0,0.0,Negative
1576.0,9/1/2023,"Shivajinagar, Vaidhwadi Nala catchment",0.0,0.0,0.0,Negative
1577.0,9/1/2023,"Shivajinagar, Chaturshrungi Nala Catchment",0.0,0.0,0.0,Negative
1578.0,9/1/2023,Kothrud Sanjeevan hospital,0.0,0.0,0.0,Negative
1579.0,9/1/2023,Kothrud Karve road,0.0,0.0,0.0,Negative
1580.0,9/1/2023,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",0.0,0.0,0.0,Negative
1581.0,9/1/2023,"Bus Depot (main), Kothrud",0.0,0.0,0.0,Negative
1582.0,10/1/2023,"Mahalunge Road, Baner",0.0,0.0,0.0,Negative
1583.0,10/1/2023,"Balewadi Phata, Baner",0.0,0.0,0.0,Negative
1584.0,10/1/2023,Aundh,0.0,0.0,0.0,Negative
1585.0,10/1/2023,"  Someshwarwadi, Pashan",0.0,0.0,0.0,Negative
1586.0,10/1/2023," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1587.0,10/1/2023,"DP road, Botanical Garden, Aundh,",0.0,0.0,0.0,Negative
1588.0,11/1/2023,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,0.0,Negative
1589.0,11/1/2023,"Shastri Nagar, Pimpri",0.0,0.0,0.0,Negative
1590.0,11/1/2023,"Kasarwadi, Pimple gurav road",0.0,0.0,0.0,Negative
1591.0,11/1/2023,"60-feet road, Pimple Gurav",0.0,0.0,0.0,Negative
1592.0,12/1/2023," Dattawadi, Rajaram Bridge",0.0,0.0,0.0,Negative
1593.0,12/1/2023,Vitthalwadi-Hingne Shantinagar,0.0,0.0,0.0,Negative
1594.0,12/1/2023," Kasba Peth, Juna Bazaar, Shivajinagar",0.0,0.0,0.0,Negative
1595.0,12/1/2023,"RTO Office, Alandi road, Yerwada",0.0,0.0,0.0,Negative
1596.0,12/1/2023,"Shantinagar, Vishrantwadi",0.0,0.0,0.0,Negative
1597.0,13-01-2023,"Rahatani, New DP road",0.0,0.0,0.0,Negative
1598.0,13-01-2023,"Wolf Colony, Pimpri",0.0,0.0,0.0,Negative
1599.0,13-01-2023,"Dapodi, Sai service",0.0,0.0,0.0,Negative
1600.0,13-01-2023,Dapodi Harris Bridge,0.0,0.0,0.0,Negative
1601.0,16-01-2023,"Shivajinagar, Vaidhwadi Nala catchment",0.0,0.0,0.0,Negative
1602.0,16-01-2023,"Shivajinagar, Chaturshrungi Nala Catchment",0.0,0.0,0.0,Negative
1603.0,16-01-2023,Kothrud Sanjeevan hospital,0.0,0.0,0.0,Negative
1604.0,16-01-2023,Kothrud Karve road,0.0,0.0,0.0,Negative
1605.0,16-01-2023,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",0.0,0.0,0.0,Negative
1606.0,16-01-2023,"Bus Depot (main), Kothrud",0.0,0.0,0.0,Negative
1607.0,17-01-2023,"Mahalunge Road, Baner",38.23,37.94,0.0,Negative
1608.0,17-01-2023,Aundh,0.0,36.15,0.0,Negative
1609.0,17-01-2023,"  Someshwarwadi, Pashan",0.0,0.0,0.0,Negative
1610.0,17-01-2023," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1611.0,17-01-2023,"DP road, Botanical Garden, Aundh,",0.0,0.0,0.0,Negative
1612.0,18-01-2023,"Shantinagar, Vishrantwadi",35.49,0.0,35.64,Negative
1613.0,18-01-2023,"RTO Office, Alandi road, Yerwada",0.0,0.0,0.0,Negative
1614.0,18-01-2023," Kasba Peth, Juna Bazaar, Shivajinagar",0.0,0.0,0.0,Negative
1615.0,18-01-2023," Dattawadi, Rajaram Bridge",0.0,0.0,0.0,Negative
1616.0,18-01-2023,Vitthalwadi-Hingne Shantinagar,0.0,36.98,0.0,Negative
1617.0,19-01-2023,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,0.0,Negative
1618.0,19-01-2023,"Shastri Nagar, Pimpri",0.0,0.0,0.0,Negative
1619.0,19-01-2023,"Kasarwadi, Pimple gurav road",0.0,0.0,0.0,Negative
1620.0,19-01-2023,"60-feet road, Pimple Gurav",0.0,0.0,0.0,Negative
1621.0,19-01-2023,Dapodi-Sangvi,0.0,0.0,0.0,Negative
1622.0,20-01-2023,"Rahatani, New DP road",0.0,0.0,0.0,Negative
1623.0,20-01-2023,"Wolf Colony, Pimpri",0.0,36.16,0.0,Negative
1624.0,20-01-2023,"Dapodi, Sai service",0.0,39.56,0.0,Negative
1625.0,20-01-2023,Dapodi Harris Bridge,0.0,0.0,0.0,Negative
1626.0,23-01-2023,"Shivajinagar, Vaidhwadi Nala catchment",0.0,0.0,0.0,Negative
1627.0,23-01-2023,"Shivajinagar, Chaturshrungi Nala Catchment",0.0,0.0,0.0,Negative
1628.0,23-01-2023,Kothrud Sanjeevan hospital,0.0,0.0,0.0,Negative
1629.0,23-01-2023,Kothrud Karve road,0.0,0.0,0.0,Negative
1630.0,23-01-2023,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",0.0,0.0,0.0,Negative
1631.0,23-01-2023,"Bus Depot (main), Kothrud",0.0,0.0,0.0,Negative
1632.0,24-01-2023,"Mahalunge Road, Baner",0.0,0.0,0.0,Negative
1633.0,24-01-2023,"Balewadi Phata, Baner",0.0,0.0,0.0,Negative
1634.0,24-01-2023,Aundh,0.0,0.0,0.0,Negative
1635.0,24-01-2023,"  Someshwarwadi, Pashan",0.0,0.0,0.0,Negative
1636.0,24-01-2023," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1637.0,24-01-2023,"DP road, Botanical Garden, Aundh,",0.0,0.0,0.0,Negative
1638.0,25-01-2023,"Shantinagar, Vishrantwadi",0.0,0.0,0.0,Negative
1639.0,25-01-2023,"RTO Office, Alandi road, Yerwada",0.0,0.0,0.0,Negative
1640.0,25-01-2023," Kasba Peth, Juna Bazaar, Shivajinagar",0.0,0.0,0.0,Negative
1641.0,28-01-2023,"Rahatani, New DP road",0.0,0.0,0.0,Negative
1642.0,28-01-2023,"Wolf Colony, Pimpri",0.0,0.0,0.0,Negative
1643.0,28-01-2023,"Dapodi, Sai service",0.0,0.0,0.0,Negative
1644.0,28-01-2023,Dapodi Harris Bridge,0.0,0.0,0.0,Negative
1645.0,30-01-2023,"Shivajinagar, Vaidhwadi Nala catchment",0.0,0.0,0.0,Negative
1646.0,30-01-2023,"Shivajinagar, Chaturshrungi Nala Catchment",0.0,0.0,0.0,Negative
1647.0,30-01-2023,Kothrud Sanjeevan hospital,0.0,0.0,0.0,Negative
1648.0,30-01-2023,Kothrud Karve road,0.0,0.0,0.0,Negative
1649.0,30-01-2023,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",0.0,0.0,0.0,Negative
1650.0,30-01-2023,"Bus Depot (main), Kothrud",0.0,0.0,0.0,Negative
1651.0,31-01-2023,"Mahalunge Road, Baner",0.0,0.0,0.0,Negative
1652.0,31-01-2023,"Balewadi Phata, Baner",0.0,0.0,0.0,Negative
1653.0,31-01-2023,Aundh,0.0,0.0,0.0,Negative
1654.0,31-01-2023,"  Someshwarwadi, Pashan",0.0,0.0,0.0,Negative
1655.0,31-01-2023," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1656.0,31-01-2023,"DP road, Botanical Garden, Aundh,",0.0,0.0,0.0,Negative
1657.0,1/2/2023," Dattawadi, Rajaram Bridge",0.0,0.0,0.0,Negative
1658.0,1/2/2023,Vitthalwadi-Hingne Shantinagar,0.0,0.0,0.0,Negative
1659.0,1/2/2023," Kasba Peth, Juna Bazaar, Shivajinagar",0.0,0.0,0.0,Negative
1660.0,1/2/2023,"RTO Office, Alandi road, Yerwada",0.0,0.0,0.0,Negative
1661.0,1/2/2023,"Shantinagar, Vishrantwadi",0.0,0.0,0.0,Negative
1662.0,2/2/2023,"Aditya Birla Hospital Road, Under bridge",37.27,0.0,0.0,Negative
1663.0,2/2/2023,"Shastri Nagar, Pimpri",27.89,0.0,0.0,Negative
1664.0,2/2/2023,"60-feet road, Pimple Gurav",0.0,0.0,0.0,Negative
1665.0,2/2/2023,"Kasarwadi, Pimple gurav road",0.0,0.0,0.0,Negative
1666.0,2/2/2023,Dapodi-Sangvi,0.0,0.0,0.0,Negative
1667.0,3/2/2023,"Rahatani, New DP road",0.0,0.0,0.0,Negative
1668.0,3/2/2023,"Wolf Colony, Pimpri",0.0,0.0,0.0,Negative
1669.0,3/2/2023,"Dapodi, Sai service",0.0,0.0,0.0,Negative
1670.0,3/2/2023,Dapodi Harris Bridge,38.78,0.0,0.0,Negative
1671.0,6/2/2023,"Shivajinagar, Vaidhwadi Nala catchment",0.0,0.0,0.0,Negative
1672.0,6/2/2023,"Shivajinagar, Chaturshrungi Nala Catchment",0.0,0.0,0.0,Negative
1673.0,6/2/2023,Kothrud Sanjeevan hospital,0.0,0.0,0.0,Negative
1674.0,6/2/2023,Kothrud Karve road,0.0,0.0,0.0,Negative
1675.0,6/2/2023,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",0.0,0.0,0.0,Negative
1676.0,6/2/2023,"Bus Depot (main), Kothrud",0.0,0.0,0.0,Negative
1677.0,7/2/2023,"Mahalunge Road, Baner",0.0,38.32,0.0,Negative
1678.0,7/2/2023,"Balewadi Phata, Baner",0.0,40.22,0.0,Negative
1679.0,7/2/2023,Aundh,0.0,0.0,0.0,Negative
1680.0,7/2/2023,"  Someshwarwadi, Pashan",35.6,0.0,0.0,Negative
1681.0,7/2/2023," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1682.0,7/2/2023,"DP road, Botanical Garden, Aundh,",37.3,0.0,0.0,Negative
1683.0,8/2/2023,"Shantinagar, Vishrantwadi",0.0,0.0,0.0,Negative
1684.0,8/2/2023,"RTO Office, Alandi road, Yerwada",0.0,39.9,0.0,Negative
1685.0,8/2/2023," Kasba Peth, Juna Bazaar, Shivajinagar",0.0,0.0,0.0,Negative
1686.0,8/2/2023," Dattawadi, Rajaram Bridge",0.0,39.63,0.0,Negative
1687.0,8/2/2023,Vitthalwadi-Hingne Shantinagar,39.93,0.0,0.0,Negative
1688.0,9/2/2023,"Aditya Birla Hospital Road, Under bridge",32.69,0.0,0.0,Negative
1689.0,9/2/2023,"Shastri Nagar, Pimpri",36.2,0.0,0.0,Negative
1690.0,9/2/2023,"Kasarwadi, Pimple gurav road",0.0,0.0,0.0,Negative
1691.0,9/2/2023,"60-feet road, Pimple Gurav",36.4,0.0,0.0,Negative
1692.0,9/2/2023,Dapodi-Sangvi,0.0,0.0,0.0,Negative
1693.0,10/2/2023,Dapodi Harris Bridge,0.0,36.67,0.0,Negative
1694.0,10/2/2023,"Dapodi, Sai service",0.0,35.15,0.0,Negative
1695.0,10/2/2023,"Rahatani, New DP road",33.32,0.0,0.0,Negative
1696.0,13-02-2023,"Shivajinagar, Vaidhwadi Nala catchment",0.0,0.0,0.0,Negative
1697.0,13-02-2023,"Shivajinagar, Chaturshrungi Nala Catchment",33.33,0.0,36.82,Negative
1698.0,13-02-2023,Kothrud Sanjeevan hospital,28.81,37.72,35.69,Positive
1699.0,13-02-2023,Kothrud Karve road,38.57,0.0,0.0,Negative
1700.0,13-02-2023,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",35.49,0.0,0.0,Negative
1701.0,13-02-2023,"Bus Depot (main), Kothrud",37.68,0.0,0.0,Negative
1702.0,14-02-2023,"Mahalunge Road, Baner",0.0,37.21,0.0,Negative
1703.0,14-02-2023,"Balewadi Phata, Baner",0.0,35.16,0.0,Negative
1704.0,14-02-2023,Aundh,17.99,0.0,0.0,Negative
1705.0,14-02-2023,"  Someshwarwadi, Pashan",28.23,0.0,0.0,Negative
1706.0,14-02-2023," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1707.0,14-02-2023,"DP road, Botanical Garden, Aundh,",25.27,38.36,0.0,Negative
1708.0,15-02-2023," Dattawadi, Rajaram Bridge",40.26,0.0,0.0,Negative
1709.0,15-02-2023,Vitthalwadi-Hingne Shantinagar,0.0,0.0,0.0,Negative
1710.0,15-02-2023," Kasba Peth, Juna Bazaar, Shivajinagar",0.0,35.79,0.0,Negative
1711.0,15-02-2023,"RTO Office, Alandi road, Yerwada",0.0,36.92,40.24,Negative
1712.0,15-02-2023,"Shantinagar, Vishrantwadi",36.7,0.0,0.0,Negative
1713.0,16-02-2023,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,0.0,Negative
1714.0,16-02-2023,"Shastri Nagar, Pimpri",0.0,0.0,0.0,Negative
1715.0,16-02-2023,"Kasarwadi, Pimple gurav road",0.0,0.0,0.0,Negative
1716.0,16-02-2023,"60-feet road, Pimple Gurav",35.61,0.0,0.0,Negative
1717.0,17-02-2023,"Kalewadi, Adarsh Nagar",0.0,0.0,0.0,Negative
1718.0,17-02-2023,"Rahatani, New DP road",32.63,35.07,38.56,Positive
1719.0,17-02-2023,Dapodi-Sangvi,0.0,37.26,0.0,Negative
1720.0,17-02-2023,Dapodi Harris Bridge,36.8,0.0,0.0,Negative
1721.0,20-02-2023,"Shivajinagar, Vaidhwadi Nala catchment",0.0,0.0,0.0,Negative
1722.0,20-02-2023,"Shivajinagar, Chaturshrungi Nala Catchment",0.0,0.0,0.0,Negative
1723.0,20-02-2023,Kothrud Sanjeevan hospital,40.66,39.34,40.52,Negative
1724.0,20-02-2023,Kothrud Karve road,0.0,0.0,0.0,Negative
1725.0,20-02-2023,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",0.0,0.0,0.0,Negative
1726.0,20-02-2023,"Bus Depot (main), Kothrud",0.0,0.0,0.0,Negative
1727.0,21-02-2023,"Mahalunge Road, Baner",33.77,0.0,0.0,Negative
1728.0,21-02-2023,"Balewadi Phata, Baner",0.0,0.0,0.0,Negative
1729.0,21-02-2023,Aundh,0.0,0.0,0.0,Negative
1730.0,21-02-2023,"  Someshwarwadi, Pashan",0.0,0.0,0.0,Negative
1731.0,21-02-2023," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1732.0,21-02-2023,"DP road, Botanical Garden, Aundh,",0.0,0.0,0.0,Negative
1733.0,22-02-2023," Dattawadi, Rajaram Bridge",40.62,0.0,40.4,Negative
1734.0,22-02-2023,Vitthalwadi-Hingne Shantinagar,0.0,38.46,0.0,Negative
1735.0,22-02-2023," Kasba Peth, Juna Bazaar, Shivajinagar",35.05,38.41,37.86,Negative
1736.0,22-02-2023,"RTO Office, Alandi road, Yerwada",0.0,0.0,0.0,Negative
1737.0,22-02-2023,"Shantinagar, Vishrantwadi",0.0,0.0,0.0,Negative
1738.0,23-02-2023,"Aditya Birla Hospital Road, Under bridge",0.0,39.29,0.0,Negative
1739.0,23-02-2023,"Shastri Nagar, Pimpri",0.0,0.0,0.0,Negative
1740.0,23-02-2023,"Kasarwadi, Pimple gurav road",0.0,0.0,0.0,Negative
1741.0,23-02-2023,"60-feet road, Pimple Gurav",37.86,37.56,37.58,Negative
1742.0,23-02-2023,Dapodi-Sangvi,0.0,39.24,0.0,Negative
1743.0,24-02-2023,"Rahatani, New DP road",32.51,36.3,36.11,Negative
1744.0,24-02-2023,"Wolf Colony, Pimpri",0.0,35.92,0.0,Negative
1745.0,24-02-2023,"Dapodi, Sai service",40.9,0.0,0.0,Negative
1746.0,24-02-2023,Dapodi Harris Bridge,0.0,0.0,0.0,Negative
